Contract ID,Period,Period_End_Date,Salary,Benefits,Actual_Working_Days,Missed_Days
C0017,2024-06,30-06-2024,2049.44,293.26,20,0
C0017,2024-07,31-07-2024,2051.96,337.63,23,0
C0017,2024-08,31-08-2024,1314.26,371.21,14,8
C0017,2024-09,30-09-2024,2093.32,319.41,21,0
C0017,2024-10,31-10-2024,1911.76,293.84,21,2
C0017,2024-11,30-11-2024,2105.66,312.73,21,0
C0017,2024-12,31-12-2024,2067.63,398.87,21,1
C0018,2024-01,31-01-2024,4075.36,671.02,21,2
C0018,2024-02,29-02-2024,4040.23,626.15,19,2
C0018,2024-03,31-03-2024,4072.73,480.1,19,2
C0018,2024-04,30-04-2024,4512.87,544.12,22,0
C0018,2024-05,31-05-2024,4529.75,653.24,23,0
C0018,2024-06,30-06-2024,4535.15,495.94,20,0
C0018,2024-07,31-07-2024,4338.58,644.21,22,1
C0018,2024-08,31-08-2024,4332.75,658.53,21,1
C0018,2024-09,30-09-2024,4546.99,564.64,21,0
C0018,2024-10,31-10-2024,4624.31,558.41,23,0
C0018,2024-11,30-11-2024,4628.28,542.41,21,0
C0018,2024-12,31-12-2024,4420.95,484.26,21,1
C0019,2024-01,31-01-2024,3203.7,446.04,22,1
C0019,2024-02,29-02-2024,3365.74,455.58,21,0
C0019,2024-03,31-03-2024,3061.86,523.59,19,2
C0019,2024-04,30-04-2024,3408.54,423.98,22,0
C0019,2024-05,31-05-2024,3409.66,527.32,23,0
C0019,2024-06,30-06-2024,3241.98,507.94,19,1
C0019,2024-07,31-07-2024,3444.74,477.57,23,0
C0019,2024-08,31-08-2024,3461.44,535.67,22,0
C0019,2024-09,30-09-2024,3466.58,447.2,21,0
C0019,2024-10,31-10-2024,3316.83,397.57,22,1
C0019,2024-11,30-11-2024,3346.8,416.23,20,1
C0019,2024-12,31-12-2024,3523.39,476.41,22,0
C0020,2024-01,31-01-2024,3321.52,546.16,23,0
C0020,2024-02,29-02-2024,3235.93,399.27,20,1
C0020,2024-03,31-03-2024,3426.24,550.79,21,0
C0020,2024-04,30-04-2024,3450.69,507.38,22,0
C0020,2024-05,31-05-2024,3383.45,476.26,22,1
C0020,2024-06,30-06-2024,3540.34,386.95,20,0
C0021,2024-01,31-01-2024,2702.85,127.52,22,1
C0021,2024-02,29-02-2024,2853.85,99.08,21,0
C0021,2024-03,31-03-2024,2719.69,122.79,20,1
C0021,2024-04,30-04-2024,2867.79,109.5,22,0
C0021,2024-05,31-05-2024,2888.09,125.56,23,0
C0021,2024-06,30-06-2024,2764.82,132.2,19,1
C0021,2024-07,31-07-2024,2973.28,129.96,23,0
C0021,2024-08,31-08-2024,1906.63,119.62,14,8
C0021,2024-09,30-09-2024,2999.25,133.63,21,0
C0021,2024-10,31-10-2024,3020.48,133.39,23,0
C0021,2024-11,30-11-2024,2893.01,89.65,20,1
C0021,2024-12,31-12-2024,2908.11,95.12,21,1
C0022,2024-01,31-01-2024,7913.83,976.38,23,0
C0022,2024-02,29-02-2024,7931.38,800.02,21,0
C0022,2024-03,31-03-2024,7585.65,1060.21,20,1
C0022,2024-04,30-04-2024,8083.69,1097.6,22,0
C0022,2024-05,31-05-2024,8139.45,756.42,23,0
C0022,2024-06,30-06-2024,8293.4,914.62,20,0
C0022,2024-07,31-07-2024,8343.28,890.19,23,0
C0022,2024-08,31-08-2024,8416.15,914.48,22,0
C0022,2024-09,30-09-2024,8465.87,898.0,21,0
C0022,2024-10,31-10-2024,8473.06,922.97,23,0
C0022,2024-11,30-11-2024,7675.84,947.02,19,2
C0022,2024-12,31-12-2024,8598.66,777.93,22,0
C0023,2024-01,31-01-2024,1238.43,93.55,23,0
C0023,2024-02,29-02-2024,1179.58,102.76,20,1
C0023,2024-03,31-03-2024,1264.11,88.59,21,0
C0023,2024-04,30-04-2024,1280.45,102.55,22,0
C0023,2024-05,31-05-2024,1300.35,72.66,23,0
C0023,2024-06,30-06-2024,1315.98,105.7,20,0
C0023,2024-07,31-07-2024,1210.9,86.37,21,2
C0023,2024-08,31-08-2024,1337.35,75.09,22,0
C0023,2024-09,30-09-2024,1339.22,74.56,21,0
C0023,2024-10,31-10-2024,1357.97,93.45,23,0
C0023,2024-11,30-11-2024,1100.65,72.27,17,4
C0023,2024-12,31-12-2024,1240.44,93.3,20,2
C0024,2024-01,31-01-2024,6322.82,805.33,22,1
C0024,2024-02,29-02-2024,6730.41,800.16,21,0
C0024,2024-03,31-03-2024,6787.76,853.6,21,0
C0024,2024-04,30-04-2024,6829.71,621.7,22,0
C0024,2024-05,31-05-2024,6843.14,826.22,23,0
C0024,2024-06,30-06-2024,6857.85,700.26,20,0
C0024,2024-07,31-07-2024,3881.73,855.11,13,10
C0024,2024-08,31-08-2024,6596.03,581.76,21,1
C0024,2024-09,30-09-2024,6931.64,607.55,21,0
C0024,2024-10,31-10-2024,6933.81,641.43,23,0
C0024,2024-11,30-11-2024,6968.54,598.38,21,0
C0024,2024-12,31-12-2024,6399.53,765.87,20,2
C0025,2024-01,31-01-2024,5465.3,865.83,23,0
C0025,2024-02,29-02-2024,4431.74,1053.22,17,4
C0025,2024-03,31-03-2024,5591.99,1037.92,21,0
C0025,2024-04,30-04-2024,5643.3,727.11,22,0
C0025,2024-05,31-05-2024,5428.82,925.51,22,1
C0026,2024-01,31-01-2024,3429.67,441.44,22,1
C0026,2024-02,29-02-2024,3459.34,474.5,20,1
C0026,2024-03,31-03-2024,3638.51,543.76,21,0
C0026,2024-04,30-04-2024,3638.86,455.61,22,0
C0026,2024-05,31-05-2024,3687.4,500.43,23,0
C0026,2024-06,30-06-2024,3736.2,435.83,20,0
C0026,2024-07,31-07-2024,3785.37,534.59,23,0
C0026,2024-08,31-08-2024,2928.04,490.32,17,5
C0026,2024-09,30-09-2024,3611.72,558.78,20,1
C0026,2024-10,31-10-2024,3798.66,469.07,23,0
C0026,2024-11,30-11-2024,3811.94,429.76,21,0
C0027,2024-01,31-01-2024,910.94,67.25,23,0
C0027,2024-02,29-02-2024,914.34,63.98,21,0
C0027,2024-03,31-03-2024,914.97,50.57,21,0
C0027,2024-04,30-04-2024,876.77,59.16,21,1
C0027,2024-05,31-05-2024,883.88,53.43,22,1
C0027,2024-06,30-06-2024,749.89,55.89,16,4
C0027,2024-07,31-07-2024,948.02,63.97,23,0
C0027,2024-08,31-08-2024,955.66,58.38,22,0
C0027,2024-09,30-09-2024,837.98,60.71,18,3
C0027,2024-10,31-10-2024,942.98,56.78,22,1
C0027,2024-11,30-11-2024,993.89,67.26,21,0
C0027,2024-12,31-12-2024,1010.67,52.1,22,0
C0028,2024-01,31-01-2024,1738.55,199.07,23,0
C0028,2024-02,29-02-2024,1663.86,192.25,20,1
C0028,2024-03,31-03-2024,1669.75,200.88,20,1
C0028,2024-04,30-04-2024,1755.82,221.54,22,0
C0028,2024-05,31-05-2024,1759.7,244.45,23,0
C0028,2024-06,30-06-2024,1586.61,252.58,18,2
C0028,2024-07,31-07-2024,1232.78,273.54,16,7
C0028,2024-08,31-08-2024,1698.9,191.34,21,1
C0028,2024-09,30-09-2024,1780.25,274.95,21,0
C0028,2024-10,31-10-2024,1784.76,274.75,23,0
C0028,2024-11,30-11-2024,1617.38,257.76,19,2
C0028,2024-12,31-12-2024,1546.6,238.65,19,3
C0029,2024-01,31-01-2024,6471.16,479.88,23,0
C0029,2024-02,29-02-2024,5560.34,478.29,18,3
C0029,2024-03,31-03-2024,6517.85,444.28,21,0
C0029,2024-04,30-04-2024,6545.3,601.64,22,0
C0029,2024-05,31-05-2024,6585.13,512.2,23,0
C0029,2024-06,30-06-2024,6302.15,515.24,19,1
C0029,2024-07,31-07-2024,4663.14,532.77,16,7
C0029,2024-08,31-08-2024,6748.26,474.79,22,0
C0029,2024-09,30-09-2024,6783.41,574.21,21,0
C0029,2024-10,31-10-2024,6811.48,614.11,23,0
C0029,2024-11,30-11-2024,6164.47,607.07,19,2
C0029,2024-12,31-12-2024,6832.79,586.94,22,0
C0030,2024-01,31-01-2024,3288.46,467.84,22,1
C0030,2024-02,29-02-2024,3443.82,530.38,21,0
C0030,2024-03,31-03-2024,3447.71,503.81,21,0
C0030,2024-04,30-04-2024,3327.91,480.17,21,1
C0030,2024-05,31-05-2024,3338.06,449.02,22,1
C0030,2024-06,30-06-2024,3491.24,462.16,20,0
C0030,2024-07,31-07-2024,3507.45,425.66,23,0
C0030,2024-08,31-08-2024,3381.3,382.9,21,1
C0030,2024-09,30-09-2024,3389.12,403.91,20,1
C0030,2024-10,31-10-2024,3575.98,497.78,23,0
C0030,2024-11,30-11-2024,3598.5,531.69,21,0
C0030,2024-12,31-12-2024,3273.6,426.84,20,2
C0031,2024-01,31-01-2024,2483.96,125.03,22,1
C0031,2024-02,29-02-2024,2612.15,121.44,21,0
C0031,2024-03,31-03-2024,2637.01,128.38,21,0
C0031,2024-04,30-04-2024,2641.1,126.67,22,0
C0031,2024-05,31-05-2024,2645.74,135.92,23,0
C0031,2024-06,30-06-2024,2524.07,121.77,19,1
C0031,2024-07,31-07-2024,2663.14,111.87,23,0
C0031,2024-08,31-08-2024,1697.37,134.84,14,8
C0031,2024-09,30-09-2024,2549.29,126.72,20,1
C0031,2024-10,31-10-2024,2689.0,120.19,23,0
C0031,2024-11,30-11-2024,2570.6,147.53,20,1
C0031,2024-12,31-12-2024,2576.57,100.52,21,1
C0032,2024-01,31-01-2024,4863.93,289.88,22,1
C0032,2024-02,29-02-2024,5087.11,378.83,21,0
C0032,2024-03,31-03-2024,5116.44,366.1,21,0
C0032,2024-04,30-04-2024,5128.12,407.24,22,0
C0032,2024-05,31-05-2024,4747.93,402.31,21,2
C0032,2024-06,30-06-2024,5260.5,404.98,20,0
C0032,2024-07,31-07-2024,5275.13,402.25,23,0
C0032,2024-08,31-08-2024,5338.15,329.47,22,0
C0032,2024-09,30-09-2024,5112.42,311.45,20,1
C0032,2024-10,31-10-2024,4902.21,386.82,21,2
C0032,2024-11,30-11-2024,4603.15,348.6,18,3
C0032,2024-12,31-12-2024,5152.6,404.28,21,1
C0033,2024-01,31-01-2024,2573.45,206.28,21,2
C0033,2024-02,29-02-2024,2756.38,194.43,20,1
C0033,2024-03,31-03-2024,2897.22,224.77,21,0
C0033,2024-04,30-04-2024,2904.89,233.46,22,0
C0033,2024-05,31-05-2024,2780.95,230.34,22,1
C0033,2024-06,30-06-2024,2933.67,226.69,20,0
C0033,2024-07,31-07-2024,1937.0,218.2,15,8
C0033,2024-08,31-08-2024,2873.27,260.78,21,1
C0033,2024-09,30-09-2024,2725.18,217.25,19,2
C0033,2024-10,31-10-2024,3018.38,261.37,23,0
C0033,2024-11,30-11-2024,3020.92,264.42,21,0
C0033,2024-12,31-12-2024,3023.92,245.58,22,0
C0034,2024-01,31-01-2024,5815.16,799.15,22,1
C0034,2024-02,29-02-2024,6191.0,701.29,21,0
C0034,2024-03,31-03-2024,6215.16,749.75,21,0
C0034,2024-04,30-04-2024,6243.23,889.32,22,0
C0034,2024-05,31-05-2024,6265.78,630.68,23,0
C0034,2024-06,30-06-2024,6312.7,700.41,20,0
C0034,2024-07,31-07-2024,6408.63,727.66,23,0
C0034,2024-08,31-08-2024,6181.63,885.4,21,1
C0034,2024-09,30-09-2024,6501.64,931.72,21,0
C0034,2024-10,31-10-2024,5945.47,895.58,21,2
C0034,2024-11,30-11-2024,5904.12,852.5,19,2
C0034,2024-12,31-12-2024,5665.66,716.98,19,3
C0035,2024-01,31-01-2024,3887.0,343.8,23,0
C0035,2024-02,29-02-2024,3890.86,369.59,21,0
C0035,2024-03,31-03-2024,3551.77,334.7,19,2
C0035,2024-04,30-04-2024,3930.84,388.39,22,0
C0035,2024-05,31-05-2024,3956.14,391.09,23,0
C0035,2024-06,30-06-2024,3763.08,365.52,19,1
C0035,2024-07,31-07-2024,3961.35,350.0,23,0
C0035,2024-08,31-08-2024,3803.36,316.63,21,1
C0035,2024-09,30-09-2024,3986.59,373.09,21,0
C0035,2024-10,31-10-2024,3992.35,292.56,23,0
C0035,2024-11,30-11-2024,3434.05,357.23,18,3
C0035,2024-12,31-12-2024,3830.76,352.58,21,1
C0036,2024-01,31-01-2024,3399.22,275.1,23,0
C0036,2024-02,29-02-2024,3412.33,326.77,21,0
C0036,2024-03,31-03-2024,3433.72,361.44,21,0
C0036,2024-04,30-04-2024,3499.95,332.88,22,0
C0036,2024-05,31-05-2024,3504.67,269.95,23,0
C0036,2024-06,30-06-2024,3355.18,323.85,19,1
C0036,2024-07,31-07-2024,3546.55,324.26,23,0
C0036,2024-08,31-08-2024,2418.7,308.77,15,7
C0036,2024-09,30-09-2024,3229.19,372.56,19,2
C0036,2024-10,31-10-2024,3449.71,359.87,22,1
C0036,2024-11,30-11-2024,3614.13,272.08,21,0
C0036,2024-12,31-12-2024,3146.56,350.11,19,3
C0037,2024-01,31-01-2024,8209.01,2200.94,23,0
C0037,2024-02,29-02-2024,7906.08,2214.88,20,1
C0037,2024-03,31-03-2024,8328.35,2206.58,21,0
C0037,2024-04,30-04-2024,8095.55,1599.69,21,1
C0037,2024-05,31-05-2024,8574.85,1952.53,23,0
C0037,2024-06,30-06-2024,6451.89,2047.21,15,5
C0037,2024-07,31-07-2024,8602.56,1629.37,23,0
C0037,2024-08,31-08-2024,8625.69,1849.75,22,0
C0037,2024-09,30-09-2024,7818.73,1688.67,19,2
C0037,2024-10,31-10-2024,8714.82,1862.99,23,0
C0037,2024-11,30-11-2024,7566.99,2051.85,18,3
C0037,2024-12,31-12-2024,9009.43,1915.52,22,0
C0038,2024-01,31-01-2024,4540.1,436.04,23,0
C0039,2024-01,31-01-2024,1769.77,75.27,21,2
C0039,2024-02,29-02-2024,1755.9,72.09,19,2
C0039,2024-03,31-03-2024,1854.01,84.06,20,1
C0039,2024-04,30-04-2024,1950.78,93.04,22,0
C0039,2024-05,31-05-2024,1904.42,72.8,22,1
C0039,2024-06,30-06-2024,1792.8,69.54,18,2
C0040,2024-01,31-01-2024,4237.55,371.36,23,0
C0041,2024-01,31-01-2024,1346.24,197.12,23,0
C0041,2024-02,29-02-2024,1285.11,151.15,20,1
C0041,2024-03,31-03-2024,1359.95,192.06,21,0
C0041,2024-04,30-04-2024,1369.4,180.2,21,1
C0041,2024-05,31-05-2024,1311.74,184.95,21,2
C0041,2024-06,30-06-2024,1297.24,208.5,18,2
C0041,2024-07,31-07-2024,1444.47,194.79,23,0
C0041,2024-08,31-08-2024,1389.7,204.44,21,1
C0041,2024-09,30-09-2024,1471.18,155.98,21,0
C0041,2024-10,31-10-2024,1484.54,197.24,23,0
C0041,2024-11,30-11-2024,1489.6,192.99,21,0
C0041,2024-12,31-12-2024,1428.02,155.8,21,1
C0042,2024-01,31-01-2024,9354.71,916.86,23,0
C0042,2024-02,29-02-2024,8967.29,844.61,20,1
C0042,2024-03,31-03-2024,9437.27,705.51,21,0
C0042,2024-04,30-04-2024,9463.99,793.78,22,0
C0042,2024-05,31-05-2024,9591.25,851.62,23,0
C0042,2024-06,30-06-2024,9619.6,747.49,20,0
C0042,2024-07,31-07-2024,6749.62,820.53,16,7
C0042,2024-08,31-08-2024,8899.24,694.68,20,2
C0042,2024-09,30-09-2024,8870.92,942.09,19,2
C0042,2024-10,31-10-2024,9847.26,674.58,23,0
C0042,2024-11,30-11-2024,9484.27,836.24,20,1
C0042,2024-12,31-12-2024,9977.82,952.53,22,0
C0043,2024-01,31-01-2024,5236.88,750.33,23,0
C0043,2024-02,29-02-2024,4500.71,816.22,18,3
C0043,2024-03,31-03-2024,5369.7,636.78,21,0
C0043,2024-04,30-04-2024,5482.29,691.78,22,0
C0043,2024-05,31-05-2024,5056.6,559.41,21,2
C0043,2024-06,30-06-2024,5546.82,681.59,20,0
C0043,2024-07,31-07-2024,5582.11,734.09,23,0
C0043,2024-08,31-08-2024,5636.48,608.3,22,0
C0044,2024-01,31-01-2024,7022.66,751.58,21,2
C0044,2024-02,29-02-2024,7909.59,837.3,21,0
C0044,2024-03,31-03-2024,7922.06,753.18,21,0
C0044,2024-04,30-04-2024,7610.05,717.09,21,1
C0044,2024-05,31-05-2024,7988.94,873.75,23,0
C0044,2024-06,30-06-2024,6824.73,798.34,17,3
C0044,2024-07,31-07-2024,5649.27,939.3,16,7
C0044,2024-08,31-08-2024,5266.26,743.3,14,8
C0044,2024-09,30-09-2024,7115.9,779.29,18,3
C0044,2024-10,31-10-2024,8334.1,787.56,23,0
C0044,2024-11,30-11-2024,8399.29,694.82,21,0
C0045,2024-01,31-01-2024,6683.69,664.56,23,0
C0045,2024-02,29-02-2024,6686.75,746.11,21,0
C0045,2024-03,31-03-2024,6824.34,938.3,21,0
C0045,2024-04,30-04-2024,6892.03,868.36,22,0
C0045,2024-05,31-05-2024,6901.74,968.5,23,0
C0045,2024-06,30-06-2024,6948.3,930.12,20,0
C0045,2024-07,31-07-2024,6669.83,943.72,22,1
C0045,2024-08,31-08-2024,5146.12,651.95,16,6
C0045,2024-09,30-09-2024,7100.17,819.12,21,0
C0045,2024-10,31-10-2024,7154.95,918.92,23,0
C0045,2024-11,30-11-2024,7165.59,746.84,21,0
C0045,2024-12,31-12-2024,7205.4,685.14,22,0
C0046,2024-01,31-01-2024,2289.63,172.82,23,0
C0046,2024-02,29-02-2024,2309.78,129.55,21,0
C0046,2024-03,31-03-2024,2329.54,141.02,21,0
C0046,2024-04,30-04-2024,2351.98,142.28,22,0
C0046,2024-05,31-05-2024,2152.1,174.66,21,2
C0046,2024-06,30-06-2024,2361.78,171.54,20,0
C0046,2024-07,31-07-2024,2274.57,159.51,22,1
C0046,2024-08,31-08-2024,1855.4,142.66,17,5
C0046,2024-09,30-09-2024,2419.27,130.46,21,0
C0046,2024-10,31-10-2024,2427.85,166.25,23,0
C0046,2024-11,30-11-2024,2241.57,132.36,19,2
C0046,2024-12,31-12-2024,2481.0,124.03,22,0
C0047,2024-02,29-02-2024,1798.45,123.17,18,3
C0047,2024-03,31-03-2024,1999.05,135.3,20,1
C0047,2024-04,30-04-2024,2117.6,114.56,22,0
C0047,2024-05,31-05-2024,2130.42,141.12,23,0
C0047,2024-06,30-06-2024,1605.64,125.75,15,5
C0047,2024-07,31-07-2024,2144.79,136.83,23,0
C0047,2024-08,31-08-2024,2154.75,101.7,22,0
C0047,2024-09,30-09-2024,1851.34,132.84,18,3
C0047,2024-10,31-10-2024,2165.09,104.82,23,0
C0047,2024-11,30-11-2024,2167.91,99.61,21,0
C0047,2024-12,31-12-2024,2017.73,103.33,20,2
C0048,2024-01,31-01-2024,2416.5,304.22,22,1
C0048,2024-02,29-02-2024,2409.57,384.09,20,1
C0048,2024-03,31-03-2024,2583.29,339.5,21,0
C0048,2024-04,30-04-2024,2594.61,328.57,22,0
C0048,2024-05,31-05-2024,2600.63,267.29,23,0
C0048,2024-06,30-06-2024,2615.06,338.4,20,0
C0048,2024-07,31-07-2024,2629.23,360.64,23,0
C0048,2024-08,31-08-2024,2398.12,283.63,20,2
C0048,2024-09,30-09-2024,2434.82,328.63,19,2
C0048,2024-10,31-10-2024,2700.26,310.61,23,0
